% Model:              cs1.33.mph
% Version:            COMSOL 6.1.0.252
% Date:               Sep 6 2024, 15:38
% Dimension:          3
% Nodes:              169
% Expressions:        4
% Description:        线
% x                       y                        z                        磁标势                      u                        v                        w
7.156279504883085         0.001363537348740972     0.07546770051600736      2387.652240726395        0.013422362025942781     0.001363537348740972     0.07546770051600736
7.33512480237085          0.0014018205868260095    0.07923280569478         2387.660689836999        0.013696230942280022     0.0014018205868260095    0.07923280569478
7.513965811418148         0.001441172326374181     0.08307891280383889      2387.669217850715        0.013965811418148512     0.001441172326374181     0.08307891280383889
7.692802532024976         0.0014815925673854877    0.08700602184318398      2387.677824767544        0.014231103453548256     0.0014815925673854879    0.08700602184318398
7.871634964191337         0.0015230813098599286    0.09101413281281533      2387.6865105874845       0.01449210704847925      0.0015230813098599286    0.09101413281281533
8.050463107917228         0.0015656385537975042    0.0951032457127329       2387.695275310538        0.014748822202941497     0.0015656385537975042    0.09510324571273289
8.22928696320265          0.0016092642991982146    0.0992733605429367       2387.7041189367033       0.015001248916934993     0.0016092642991982146    0.0992733605429367
8.408106530047606         0.0016539585460620594    0.10352447730342673      2387.7130414659814       0.015249387190459741     0.0016539585460620596    0.10352447730342673
8.58692180845209          0.0016997212943890387    0.107856595994203        2387.722042898372        0.015493237023515743     0.0016997212943890387    0.107856595994203
5.725372297668768         0.0010934123425886762    0.04841815648961249      2387.5618580154623       0.011086583383055024     0.0010934123425886762    0.04841815648961249
5.904250995599337         0.001123331750323333     0.05149827922331202      2387.5760288977995       0.011393852742195275     0.001123331750323333     0.05149827922331202
6.083125322950255         0.001154350077496384     0.054664422034040074     2387.5893789105735       0.011696751521684302     0.001154350077496384     0.054664422034040074
6.26199527972152          0.0011864673241078294    0.057916584921796646     2387.601908053785        0.011995279721522107     0.0011864673241078294    0.057916584921796646
6.440860865913136         0.0012196834901576693    0.06125476788658175      2387.6136163274327       0.012289437341708688     0.0012196834901576693    0.06125476788658175
6.6197220815251           0.0012539985756459032    0.06467897092839536      2387.624503731518        0.012579224382244047     0.0012539985756459032    0.06467897092839536
6.798578926557412         0.0012894125805725319    0.0681891940472375       2387.6345702660396       0.012864640843128182     0.0012894125805725319    0.0681891940472375
6.977431401010074         0.0013259255049375548    0.07178543724310817      2387.643815930999        0.013145686724361092     0.0013259255049375548    0.07178543724310817
4.294212947160882         8.874397768550251E-4     0.027050044285250777     2387.3837612989173       0.008498661446596991     8.874397768550251E-4     0.027050044285250777
4.473122446607737         9.095053334474908E-4     0.029401469298097286     2387.411123586403        0.00883673232202264      9.095053334474908E-4     0.029401469298097286
4.652027780159342         9.326226083611683E-4     0.03184420545742914      2387.4370286744843       0.009170637302200175     9.326226083611683E-4     0.03184420545742914
4.8309289478157           9.567916015960571E-4     0.03437825276324633      2387.4614765631604       0.009500376387129599     9.567916015960571E-4     0.03437825276324633
5.00982594957681          9.820123131521578E-4     0.037003611215548876     2387.484467252431        0.009825949576810909     9.820123131521578E-4     0.037003611215548876
5.188718785442672         0.00100828474302947      0.03972028081433676      2387.5060007422962       0.010147356871244104     0.00100828474302947      0.03972028081433676
5.367607455413285         0.001035608891227994     0.042528261559609995     2387.526077032757        0.010464598270429191     0.001035608891227994     0.042528261559609995
5.546491959488651         0.0010639847577477292    0.04542755345136858      2387.544696123812        0.010777673774366165     0.0010639847577477292    0.04542755345136857
2.8628209227143553        7.555679753580152E-4     0.011684838344998423     2387.130735015782        0.005678065571498163     7.555679753580152E-4     0.011684838344998423
3.0417580055485156        7.68578145899755E-4      0.013267720487573229     2387.168335422898        0.006043719834229799     7.68578145899755E-4      0.013267720487573229
3.2206913513031483        7.825808320544625E-4     0.014947107944421386     2387.2042295095216       0.006405637017434497     7.825808320544625E-4     0.014947107944421386
3.3996209599782543        7.975760338221374E-4     0.016723000715542898     2387.2384172756524       0.0067638171211122575    7.975760338221374E-4     0.016723000715542898
3.578546831573834         8.135637512027799E-4     0.018595398800937767     2387.2708987212905       0.007118260145263079     8.135637512027799E-4     0.018595398800937767
3.7574689660898866        8.3054398419639E-4       0.02056430220060599      2387.301673846436        0.007468966089886964     8.305439841963899E-4     0.02056430220060599
3.9363873635264115        8.485167328029675E-4     0.022629710914547563     2387.330742651089        0.00781593495498391      8.485167328029675E-4     0.022629710914547563
4.115302023883411         8.674819970225125E-4     0.02479162494276249      2387.3581051352494       0.008159166740553921     8.674819970225125E-4     0.024791624942762495
1.431239777858145         6.749216549807393E-4     0.0026531387677061614    2386.413568121785        0.0026683492867160983    6.749216549807393E-4     0.0026531387677061614
1.6101945971737042        6.863737028869791E-4     0.0034301557754676543    2386.5354617579956       0.003051740030846923     6.863737028869792E-4     0.0034301557754676548
1.7891473661439685        6.974339628334819E-4     0.004307728623057731     2386.64814174436         0.003433080429682586     6.974339628334818E-4     0.004307728623057731
1.9680980847689378        7.081024348202474E-4     0.005285857310476388     2386.7516080808787       0.0038123704832230872    7.081024348202472E-4     0.005285857310476388
2.1470467530486115        7.183791188472753E-4     0.0063645418377236305    2386.845860767551        0.004189610191468426     7.183791188472753E-4     0.0063645418377236305
2.32599337098299          7.282640149145663E-4     0.007543782204799454     2386.930899804378        0.0045647995544186035    7.282640149145662E-4     0.007543782204799454
2.504937938572074         7.377571230221197E-4     0.008823578411703862     2387.006725191359        0.004937938572073619     7.377571230221197E-4     0.00882357841170386
2.683880455815862         7.468584431699361E-4     0.01020393045843685      2387.0733369284935       0.005309027244433472     7.468584431699361E-4     0.010203930458436851
8.76573245263997          0.0017428907791089928    0.11226251860908197      2387.731344133571        0.015732452639966497     0.0017428907791089924    0.11226251860908197
8.944540262740611         0.0017900896519124796    0.11674593304312088      2387.7407328848276       0.015968834169181875     0.0017900896519124796    0.11674593304312088
9.12334523875402          0.0018413179127995       0.1213068392963197       2387.750209152142        0.016202381611161856     0.0018413179127995       0.1213068392963197
9.302147380680193         0.0018965755617700534    0.1259452373686785       2387.759772935514        0.016433094965906454     0.0018965755617700534    0.1259452373686785
9.48094668851913          0.00195586259882414      0.13066112726019719      2387.7694242349435       0.01666097423341566      0.00195586259882414      0.13066112726019716
9.659743162270832         0.00201917902396176      0.13545450897087577      2387.7791630504307       0.016886019413689484     0.00201917902396176      0.1354545089708758
9.8385368019353           0.0020865248371829135    0.14032538250071433      2387.788989381976        0.01710823050672792      0.0020865248371829135    0.14032538250071433
10.01732760751253         0.0021579000384875997    0.1452737478497128       2387.7989032295786       0.017327607512530964     0.0021579000384875997    0.1452737478497128
0                         0                        0                        2384.090179953904        0                        0                        0
0.17885270621543223       1.9295479003245556E-4    3.6059190005672676E-5    2384.5550679824546       2.812776440036029E-4     1.9295479003245556E-4    3.605919000567269E-5
0.3577203455785319        3.548839848763788E-4     1.5657071028494466E-4    2384.9701090088433       5.774884356746084E-4     3.548839848763788E-4     1.5657071028494466E-4
0.5366029180892987        4.857875845317698E-4     3.6153456083781597E-4    2385.3353030330704       8.886323750130166E-4     4.857875845317698E-4     3.6153456083781597E-4
0.7155004237477333        5.856655889986283E-4     6.509507416642865E-4     2385.6506500551363       0.0012147094620188277    5.856655889986283E-4     6.509507416642865E-4
0.894412862553835         6.545179982769546E-4     0.0010248192527643563    2385.9161500750406       0.0015557196966920412    6.545179982769546E-4     0.0010248192527643563
1.0733402345076044        6.923448123667484E-4     0.0014831400941380255    2386.1318030927837       0.0019116630790326577    6.923448123667484E-4     0.0014831400941380253
1.252282539609041         6.9914603126801E-4       0.002025913265785294     2386.297609108365        0.002282539609040677     6.9914603126801E-4       0.002025913265785294
11.448019634954262        0.00269421872755632      0.18813265099682294      2387.7989669137473       0.01944820638283093      0.00269421872755632      0.18813265099682294
11.626835829215247        0.002755814501022624     0.1939061101927482       2387.810407438483        0.01969297207239057      0.002755814501022624     0.1939061101927482
11.805645860099933        0.0028182643155038323    0.1997659881985327       2387.8214105013185       0.019931574385646647     0.0028182643155038323    0.1997659881985327
11.984449727608315        0.002881568170999943     0.20571228501417654      2387.831976102254        0.020164013322599164     0.002881568170999943     0.20571228501417652
12.163247431740391        0.0029457260675109574    0.21174500063967963      2387.84210424129         0.02039028888324812      0.0029457260675109574    0.21174500063967963
12.342038972496162        0.0030107380050368748    0.21786413507504204      2387.851794918426        0.020610401067593515     0.0030107380050368748    0.21786413507504204
12.520824349875635        0.0030766039835776952    0.22406968832026372      2387.8610481336623       0.02082434987563535      0.0030766039835776952    0.22406968832026375
12.699603563878801        0.0031433240031334187    0.23036166037534472      2387.8698638869987       0.02103213530737362      0.003143324003133419     0.23036166037534475
12.878376614505665        0.003210898063704046     0.236740051240285        2387.8782421784354       0.021233757362808334     0.003210898063704046     0.236740051240285
